STUDENTID,NAME,GENDER,BIRTHDATE,GRADE,CLASS,PHONENUMBER,ADDRESS,PARENTNAME,PARENTPHONENUMBER,CONTACTNAME,CONTACTPHONENUMBER,EMAIL,ENROLLMENTDATE,GRADUATIONDATE,SCORE,REMARK
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
17,小红,女,2004-10-11,9,3班,6789012345,北京市海淀区1313号,小红母亲,7890123456,小明,3210987654,xiaoming@example.com,2011-09-01,,83,
18,小华,男,2005-04-16,8,2班,7890123456,北京市西城区1414号,小华父亲,8901234567,小红,2109876543,xiaohong@example.com,2012-09-01,,95,
19,小丽,女,2004-11-29,9,1班,8901234567,北京市东城区1515号,小丽母亲,9012345678,小华,1098765432,xiaohua@example.com,2011-09-01,,81,
20,小明,男,2003-06-14,10,3班,9012345678,北京市朝阳区1616号,小明父亲,0123456789,小丽,0987654321,xiaoli@example.com,2010-09-01,,94,
